,review title,job title,job location,date,description,pros,cons
815,Ok,Practicante,"Johannesburg South, Gauteng",27-Jul-13,"Aprendi mucho de excel avanzado, administración de contratos, liderazgo, armar proyectos y habilidades como sociales de pedir ayuda y trabajar con personas que no trabajaban en mi área de trabajo.La parte mas difícil fue armar el proyecto, porque el cliente era muy exigente, pero también aprendí mucho y también adquirí muchas destrezas de exposición frente a gerentes y supervisores.",aprendi muchas destrezas para desarrollar trabajos,questionable HR policies
816,A good place but too far from home,operador maquinaria pesada,Rustenburg North West,26-Jul-13,"mi último examen de competencia de la empresa realizado en junio del 2013 da como resultado un 95% del examen en psicología, teórico, practico y exámenes médicos.",seguro médicos y bonos,dead lines make as to stay at work
817,happy working environment,Personal Assistant,"Rustenburg, North West",26-Jul-13,"I'm a hard worker and fast learner.I'm loyal, trustworthy and confidentiality is very important.I'v gained some experience in the IM department and did the ITIL foundation course.I worked well with my co-workers.The hardest part of the job was keeping about 60 people happy all the time.Working on the computer - travel arrangements.",Lunch, 
818,productive,Process Operator,amandelbt,18-Jul-13,"The extraction plant need to be monitored closely especially the section of solvents where I am working, accuracy in making up chemicals and communicate well with co-workers as this rated area 5 in plant fire ratings and the best thing about this job is its continuous learning about the minerals processing and chemical reactions during the process of extractions.",Bonuses and training.,8 hour
819,Working in Multinational exploration company,Geologist,India,05-Aug-17,"Enjoyed while working in Multinational exploration company with overseas exploration expert. Learnt necessary software, exploration technique, behavior to work with foreigners.",work on scheduling,Multitasking
820,Empresa e ambiente de trabalho.muito bom.,Non destructive testing inspector,"Potgietersrus, LP","April 30, 2015","Ser Anglo é ter duas familias,aqui temos total liberdade com a gerência,ótimo relacionamento e respeito profissional acima de tudo.",bonus, 
821,Fun and good in developing employees,"SharePoint, Training and Permit Coordinator","Santiago de Chile, Región Metropolitana",01-Mar-16,"Empresa que me deu muita experiência profissional geral, e uma visão ampla do sistema de saúde.",Housing,Mal clima laboral
822,É uma empresa altamente qualificada.,Cost Accountant,Postmasburg,12-May-15,"Uma empresa ótima. Sem críticas para fazer, nem dá parte ADM nem operacional.",learn quickly, 
823,"Good working enviroment, friendly",Supervisor de Manutenção Elétrica,"Cubatão, SP",16-Jan-17,Safe working environmentCare grately for employeesExcellent fellow employeesGood working conditionsStrict obedience to the law requirements,Visa Vale e Refeição na empresa,Nada a reclamar
824,Otima empresa para trabalhar,Snr Accounts Assistant Project Team Leader,"Rustenburg, NW",04-Nov-14,Buen Clima Laboral.Destacado Plan de GraduadosDestacados beneficios para hijos de supervisores.,great people, 
825,Poor Management/ Nepotism,Operador-mantenedor Eléctrico-instrumentista,"Barro Alto, GO",03-Jun-15,"Ótima empresa, valoriza muito o acidente zero, podendo parar uma atividade se suspeitar que ela oferece risco para si ou para a equipe", , 
826,Buena estabilidad laboral y económica,Helpdesk Support,"Johannesburg, GP",04-Jul-13,"Its a diversified institution with limited oporttunities to grow and enhance yourself ,the salary compared to the amount of work is not campatible .",n/a, 
827,Excelente ambiente de trabalho,creche,"Swartklip, Limpopo",02-Nov-16,i was involved in a project that took place at the mines. eg anglo platinum of chaining light in to energy saving ones and am also familiar with all the procedures occurring,Horário e salário bons, 
828,Grato ambiente laboral y gran preocupación por el desarrollo de las personas.,Senior Safety Advisor,"São Paulo, SP",20-Jul-16,"Dont work for them, they have bad human relations skills and really dont care about their employees. Bully boy tactics.",Dealing with different kinds of projects/reviews and gaining different new kind of experience always,??
829,My work experience,Estagiário de engenharia de Processos,"Melón, Valparaíso",01-Mar-16,A typical day at work involved clocking in on time and gathering necessary data on production. Working on a project and giving a presentation., ,Que produce poco Cobre fino al año
830,Excellent company that gives back to our youth,Snr Incentive Administrator,"Barro Alto, GO",29-Sep-15,Everyday was a challenge.Great colleagues.Career progression at higher levels is very slow.,Free T-shirts,Empresa fica distante da cidade
831,Boa cultura organizacional,Supervisor de Produção,Nogales,"April 29, 2014",Mogalakwena Mine takes excellent care of it's employees!All ways has the employee's needs at heart and goes above and beyond.Development of personnel is very good.,Jornada de trabalho,Lentitud en proporcionar herramientas para el trabajo.
832,grato hambiente laboral,Estagiário,"Macapá, AP",21-Jan-15,You need to create a conducive environment if you need to reach production targets., ,Distância
833,Ambiente de trabajo normal,Administrativo bodega,"Antofagasta, AN",05-Mar-14,"Empresa com ótimo ambiente de trabalho, com bons beneficios e suporte para manter sua cultura de valores.",Yo administraba mi tiempo,colaciones de 1 hora
834,Empresa agradevel de trabalhar.,Close Protection Officer,"Santiago de Chile, Región Metropolitana",21-Feb-17,"empresa boa se se trabalhar mas tem pontos a melhorar,ótimos funcionários,tem boa alimentação.",Meeting People, 
835,Desarrollo y ambiente,Senior Accounts Assistant,"Barro Alto, GO",19-Jan-15,The usage of instruments like Atomic Absorption Spectroscopy and wet chem coupled with fire assay are the latest in technology.routine work daily,"Inspiring to work, reach culture, professional", 
836,Fantastic company!,underground electrician,"Nogales, Valparaíso",10-Mar-16,"It was just like you are at home with your parents, siblings and the extended family. It was fun and we all knew where to draw the line.",none,Nada
837,Empresa dinâmica e agradável de trabalhar,aprendiz em mecânica,Mokopane Limpopo,27-Dec-12,Grato ambiente de trabajo. No existe distinción entre gerentes y empleados.,diversos beneficios,away from the big town
838,Empresa dinâmica com ótimos salários,Supervisor de mantencion mecanica,"Belo Horizonte, MG",08-Jan-17,facilita bastante as atividades dando treinamento e ferramentas adequadas,Excelentes prestaciones medicas.,Não há
839,"Empresa dinâmica, agradável e possui ótimos profissionais",Local Procurement & BEE Specialist,"Johannesburg, GP",23-Feb-15,"Coal mine Culture, Not for everyone. Great wage, Lifestyle change is good for all. Dream job like all dreams they have an end", ,8 hrs
840,Working in Multinational exploration company,Geologist,India,05-Aug-17,"Enjoyed while working in Multinational exploration company with overseas exploration expert. Learnt necessary software, exploration technique, behavior to work with foreigners.",work on scheduling,Multitasking
841,Productive,Estagiário Técnico em Mineração,"Catalão, GO",29-Aug-13,"A uma valorização muito grande dos princípios da empresa entre seus colaboradores e eles também respeitam com lealdade a leis e suas funções. A trabalhar com equipe unida e com objetivo fixo, uma gerencia séria e harmoniosa com seus colaboradores. E a parte mais agradável e poder ver a equipe colher bons frutos e saber que faço parte das conquistas de metas de trabalho e além de tudo está fazendo o que sou apaixonado pela profissão.","Aprendisado e crescimento Professional proporcionado pela empresa, e trabalho em equipe dando certo.",Somente não poder cumprir 8 horas diárias devido ser estagiário.
842,Empresa agradavel de trabalhar,Process Operator,"Rustenburg, North West",24-Mar-13,"Every day is started by safety meetings.We are expected to produce quality product and strictly to work safe , follow procedures all the time and we have safety bonusses and competitions.Management is always in contact with workers using Visible Field Leadership sysstem.We participate in sport and team building meetings in various shifts.",We have canteens at work and the food is subsidised by company u dont bring your own food.,We work overtime if ther other shift have someone not at work due to illness
843,Empresa dinâmica e agradável de trabalhar,Executive PA,Corporate Head Office Gauteng,08-Jan-17,"open and respond to emails.  Attending to correspondence arrangement of meetings.  Attending to priorities and emergencies and all requirements of the day.Microsoft Office excel, powerpoint excel microsoft word, project management SAP account management, event management, problem solving. refer to cvManagement - communicative .Working as a teamsytems crashingAccomplishing goals",non,non
844,Empresa dinâmica e boa para se trabalhar.,Assist. Administrativo,"Niquelândia, GO",03-Feb-16,"É uma empresa do ramo de mineração de grande porte.Aprendi a lidar com conflitos, a ser um lider de equipe.Temos uma transparencia muito boa com as gerencias.Os colegas de trabalhos são todos amigaveis, sempre querendo nós ajudar.", , 
845,worked as acontractoe for ten years,HR generalist,Witbank,23-Feb-15,Sense of belongingCo-workers are always willing to help were help is needed always willing to give there advise were neededManagement is always there to back you up were mussel is needed,peaceful atmosphere,no real cons
846,Clima organizacional ótimo,HRD Officer,Rustenburg Base Metals Refiners,15-Mar-15,Interact with production staff and managementCoach & motivate staff to be positiveSupport co-workers and promote team work.Enjoy training people and doing problem solving,incentive bonusses,not deliver on promises
847,Exciting to work with valuable documentation. It gives one a sense of fulfilment.,Volunteer lab assistant,"Mpumalanga, Emalahleni",05-Nov-12,"Its a 8hrs job, from morning to midday. we work as a team most times. i have learned to be tolerant",attend workshops,sometimes i do overtimes
848,Very good company to work,Digitador,TOL,15-Dec-12,"Ingresa Hojas de perforación al servidor, lo que a prendí es todo lo que se refiere a perforación y un poco de geología, mis colegas eran unas excelentes personal y muy buenos jefes, lo que mas me gusto es el ambiente de trabajo, el trabajo que realizaba,.",seguro medico privado, 
849,Agradavel de trabalho,Interprete-Tradutor,"Goianésia, GO",14-Dec-12,"Inicio da jornada de trabalho as 6;00 AM com distribuição de tarefas e atividades a se realizarem na planta(treinamento, reunião de CEO's, manutenção ,etc).Estar diretamente ligado a Engenheiros(Elétrica, Hidráulica, Automação),Cientistas, Técnicos,Diretores,Gerentes sem duvidas trouxe uma somatória de experiencias em diversos aspectos não só do processo de refino mas também no que tange a equipamentos de grande porte e seu funcionamento , manutenção e estrutura,o trabalho com todos os níveis da hierarquia da Empresa era harmonioso e produtivo com compromisso por resultados evidente em todos,a variedade de informações exigia estudo apurado de situações , disposição para liderar equipes de diferente profissionais uma vez que toda a comunicação entre as partes dependia da equipe de interpretes,a experiencia em si como um todo foi extremamente gratificante.","refeição, transporte, ambiente, companheiros",nada a declarar
850,Participating in all relevant activities to the work,Engenheiro de Minas JR,"Pedra Branca do Amapari, AP",25-Mar-16,"Aprendi muito sobre a parte técnica envolvendo todos os processos da operação de mina como:Carga e transporte, perfuração e desmonte , infraestrutura , controle de custo , controle de produção , controle de combustível etc. Entretanto; o que eu realmente aprendi, além das partes prática e técnica , foi lidar com pessoas e relacionar com as mesmas da melhor maneira conhecendo-as e respeitando-as .","auxilio aluguel, bônus por área remota, auxílio mobilização", 
851,Buen ambiente de trabajo,Assay Laboratory Processor,Limpopo,31-Oct-16,"A typical day at work would involve getting work that needs to be done as best as I possibly can. Also managing to prioritise my work based on work load.Team work, listening skills, people skills and gained a lot understanding about the workk environment.Management needs to be approachable and easy to talk to with regards to work related issues.Helpfull and work orientated. Always wanting to get the job done.Different work times as well as learning something new everyday.Getting a better understanding of wha really goes into the preparation and analysis of platinum ores.",more knowledge in a different field of work,long hours and working different shifts
852,en general,ESTUDIANTE EN PRACTICA,"El Salado, AT",18-Oct-16,Reforzar conociemientosde univeridad y aprender practicas mineras,las comidas,no
853,Great work experience,SAFETY RISK OFFICER/RISK MANAGER,Rustenburg South Africa,06-Feb-15,"Learned a lot about Risk Management, and Safety in the Workplace.No job security due to current labor situations in South AfricaManagement good, but does not fully live up to company policies.Fun place to work at with good work/life balance.Most enjoyable part was being able to join Safety in the largest Platinum Producer in the world.","excellent safety/risk management system, and learned a lot about safety",poor job security
854,Empresa eficiente no seu ramo de atividade,Tecnico Electrico,"Santiago de Chile, RM",10-Nov-14,"En general se comienza con Planificación diaria de las tareas asignadas a cada persona,Conocimientos:Montaje de motores, Protecciones Generales, Lectura de Planos, desarrollo de pautas de Mantención.Gerencia de PlantaBuen Ambiente de colaboración , respeto por puntos de vista para el desarrollo de trabajo, Responsabilidades.Errores de funcionamiento de maquinas no provistas.Gran apoyo y accesibilidad para adquirir nuevos conocimientos.", , 
855,Ambiente de trabajo bueno,Snr. Mechanical Foreman,North West,17-Sep-13,"Excited to learn new challanges and to meet people and to assistEverything that work and team work is all about, to work with other people and to respect equipment and peopleHow to manage my own section and to treat managers like myselfNo job have a hard part if people work togetherTo fix something and all people involved get credit", , 
856,Minería,Learning & Development Coordinator,Rustenburg,07-Mar-16,Learned that to be a good manager or supervisor you must be able to work with all levels of staff. You need to understand each individual's talent and personalities.The hardest part about the job is having a difficult conversation with an employee if they are not performing according to the perfomance contracts.The most enjoyable part about the job is that by having people reporting to you allows you to harness your values.,works stable hours,not a challenging role
857,Chpp,Arquivista de Documentos II,"Belo Horizonte, MG",10-Feb-16,"Ambiente favorável para aprendizado, gerencia portas abertas, facil comunicação com a coordenação.",aprendizado,localização
858,"determined,deciplined,determined,and hardworking",operador equipo pesado,"Nogales, VS",11-Feb-14,"ambiente de trabajo positivo, con buena disposicion a la enseñanza, me capacitaron para la operacion de 830E y AC. Faena sin campamento, se llega todos los dias a la casa, lo que favorece la vida familiar. Se da gran importancia a la seguridad, reforzando continuamente el cuidado personal y de toda la faena", , 
859,empresa agradável para trabalhar,Senior Auto electrician,"limpopo , mokopane",10-Nov-14,"i am a hard working person and fun , i am passionate about my job i even go an extra mile to rectify mechnical problems and make up a team. i am eager to learn new technologies and open minded. i relate well to my co workers and they enjoy working with me. i enjoy Fault diagnosis and challenges.",safety meetings and discussions,strike
860,Great team of people.,Operador de Máquinas,"Barro Alto, GO",22-May-15,"Aprendi muito durante o período que trabalhei na Anglo American. Fiz muitos amigos e mantive ótimo relacionamento com o chefe imediato que era o meu supervisor. É uma empresa compreensiva e se preocupa com o crescimento profissional do funcionário. A fidelidade com o pagamento era excelente. Não levo em consideração nenhuma parte difícil na empresa, porque era um lugar que eu gostava de estar e o trabalho é o que amo fazer.",a refeição na empresa era razoável.,local que era servido a alimentação nao era adequado por causa da infra estrutura.
861,Working in Multinational exploration company,Geologist,India,05-Aug-17,"Enjoyed while working in Multinational exploration company with overseas exploration expert. Learnt necessary software, exploration technique, behavior to work with foreigners.",work on scheduling,Multitasking
862,Empresa,Estagiário,"Catalão, GO",15-Mar-13,"Em um dia típico de trabalho eu acompanhava a rotina da produção e possíveis questões diárias. Trabalhava em projetos relacionados a otimização do processo e era orientada pela meu superior direto a cerca das atribuições do cargo dele, de coordenação.O ambiente de trabalho sempre foi bastante harmonioso, tendo eu interface direta com outras áreas da empresa e relacionamento muito agradável.A parte mais difícil correspondia ao conflito de interesses entre as decisões da alta gerência e as necessidades da área em que eu trabalhava. Fatos que compunham o revés do interesse da produção deveriam ser trabalhados, buscando o melhor a partir das ferramentas que tínhamos acesso.","benefícios, ambiente de trabalho","banalização do programa de trainee, pouco tempo após a contratação para esse cargo específico"
863,Empresa excelente para se trabalhar,operador de maquinaria pesada,"Cubatão, SP",14-Mar-13,"Boa chance de aprendizagem onde pude encontrar suporte de todos funcionários, ótimo local para trabalhar e com bom gerenciamento;", , 
864,Muito agradavél de se trabalha,Process Supervisor,"Barro Alto, GO",07-Mar-13,Montagem de virolas no forno elétricoAprendi a desenvolver mais na soldagem no processo mig mag,refeião na empresa, 
865,learner,Practicante Profesional,anglo american rustenburg,07-Mar-13,woprking at this company would help me in developing my engineering skills.with the believe the company has a good development programme i can become one of their best product in an ngineering field,overtimes,long hours
866,Fantastic learning place,Geologo,Thabazimbi,06-Mar-13,great place to learn and grow. Access to some of the best mining people in the world and great mentors.,free courses,remote
867,Energetic and Team player,ELECTRICIAN,Polokwane Limpopo,05-Mar-13,"The pressure behind schedule time to start the operation of the plant,i was acting for my superior that shift,but my peer did not failled me we managed to speedup averything that we were suppose to do and we succeded.We enjoyed working as ateam pioneer and reaching our target time to time.Advantage was we are trained to operate any machenery around our plant(multyskilled).The company offered a programe for leadership skills oppotunity to act as a supervisor,safety represantative,peer educator and shopstuart.",2008 i won the best technician on my shift,12 hour shift
868,Safe and Productive Work Place,Asesor de Despacho Mina,Rustenburg,28-Feb-13,"It is such an honour working for Anglo.The values are outstanding, the management so helpfull and teamwork is exceptional", , 
869,An exciting friendly workplace,Supervisor de operação de Mina,London,27-Feb-13,People are great to work with. Management are excellent always looking out for the staff. Providing them with a safe and enjoyable environment to work within., , 
870,"Hard worker, like to work with people",Técnico em Mineração,khomanani mines,20-Feb-13,"I learned more things, new systems, management also is encouraging, my co-workers are friendly, hardest part of jo, to my side is when the information of the meeting is needed in short space of time, my enjoyable part is when i am building safety meeting and doing incidents reports",nom lunch,06h00-15h30
871,Challenging and diverse,analista de compras.,"Kathu, Northern Cape",18-Feb-13,Value driven company. Management cares for employees and promotes personal development., , 
872,Ambiente de trabalho muito bom,Gerente,"Barro Alto, GO",13-Feb-13,"Considero uma empresa muito boa para se trabalhar, partindo do ponto de vista de que o ambiente de trabalho e muito bom, os valores pregados pela empresa e fantástico, os benéficios, e a flexibilidade de tratar de assuntos com qualquer nivél hierarquico .", , 
873,Empresa agradavel de facil convivencia e alto desempenho,Estagiária técnica em meio ambiente,"Niquelândia, GO",13-Feb-13,"Trabalhar na anglo american e bom por diversos motivos desde experiencia profissionol alem, de possuir varios reconhecimento que capacita como uma pessoa ,alem de propocionar bem estar .",formecer refeiçao na enpresa, 
874,"Uma empresa que visa Saúde,Segurança e Produção.",Maestro de Ingles,"Barro Alto, GO",08-Feb-13,".Trabalho de turno de dose horas por dia trés folgo trés..Cada dia aprendo um pouco mais no , segurança e produção..Está sendo muito boa..São muito companheiros. mim relaciono muito bém com eles..É quando acontece algum acidente...na empresa ..É na hora que chega o fim do expediente e todos estão bém.",sim,sim
875,Productive,Employee Relations Manager,Rustenburg,05-Feb-13,Anglo is one of the best company ever i worker for the safety standard is world class induction and training modal it compile exactly with our government legislature i can called it training school because it produce a lot of graduate but don't take care of off,no free launch,you work for the money
876,It is a good company if you like a mining enviroment,Engenheiro de Minas Pleno,Rustenburg,05-Feb-13,It a lovely company its just that the mining mentality ruens the professionalism,good graduate programme,mining culture is not for me
877,Empresa dinâmica á qual sonho em um dia retornar novamente como funcionario,operador camion de extraccion,"Catalão, GO",01-Feb-13,Empresa boa de se trabalhar pois e um grupo forte e de grande porte trata seus funcionários com respeito e tem uma grande equilíbrio com relação á segurança no trabalho onde todos conhece bem as regras de segurança e medicina no trabalho...A parte mais difícil do trabalho e que nem sempre alguns gestores reconhece o esforço do colaborador e tenta desmerecer o mesmo para dar oportunidades aquele que chamamos de (puxa)saco isto ainda existe muito que as pessoa ao invés de mostrar capacidade profissional opta por estar sempre falando mal dos colegas de trabalho para arrastar o tapete dele......,ótima as refeiçoes na empresa,fornece e bastante satisfatorio
878,pro active and re active,Estagiário,northem,01-Feb-13,its interesting for allowing emplyees to advance themselves in all spheres, , 
879,Agradable ambiente de trabajo.,Mecanico Parada de planta Angloamerican,"Melón, VS",31-Jan-13,"Día típico: entrega de turno y repartición de las labores para el mismo.Lo aprendido: mejoramiento de conocimiento de equipos mineros tales como perforadoras, camiones, cargadores, especializarme como mecánico hidráulico.Dirección/gerencia: No existía problema para conversar con las distintas direcciones.Colegas: existía un amplio espectro de personalidades, grato ambiente de camaradería.Lo mas difícil: no existía gestión de cursos cuando llegaban equipos nuevos a mantención.Lo que mas te gusto: El horario del turno, ya que siempre se regresaba a la casa.","seguro privado de salud, ayuda de escolaridad.",la poca expectativa de carrera laboral.
880,challenging but not suppotive,Supervisor de Planejamento de Manutenção,limpopo,28-Jan-13,always challenging with lots of work loadsmaintain petiance and focus so as to be productivepartially supportivepartial co-opertionforced to complete some one "s jobfault finding on complex heavy duty electrical circuits,own lanch,long hours
881,It is a productive and fun place to work in,Oficinista Mayor Superintendencia de Mantención.,"Marshalltown, Johannesburg",24-Jan-13,"I do office admin on a daily basis and meet new people daily. assist alsmost every employee and visitor coming in. One needs to be ready to answer each and every question you are asked. i have learned to always put everything on paper (email) as record, different kinds of people's behaviours and you just have to adjust and always be calm and keep your smile. Im helpful, how sytems work, building relationships with clients and Colleagues for future purposes, time management. The hardest part of my job is coming across difficult employees who will ask for something they are not too sure about and makes you do it over and over . The most enjoyable parrt of the job is that i am in control. i get to plan what works for me and what doesnt. i get to make mistakes ad quickly learn from them without the next person seeing. i get along with everyone from the cleaners to the executives. i work with people from different directions in life and feel happy if i was able to make a difference in each and everyone of their lives. i love working with people.",i enjoy every moment but still know that im at work.,i never get to work long hours but i would if i have to.
882,Working in Multinational exploration company,Geologist,India,05-Aug-17,"Enjoyed while working in Multinational exploration company with overseas exploration expert. Learnt necessary software, exploration technique, behavior to work with foreigners.",work on scheduling,Multitasking
883,"Empresa ótima de se trabalhar,muito organizada",copeira e recepcionista,"Centro, RJ","April 20, 2016","A pesar que fue poco tiempo todo estaba ordenado, limpio y estructurado como gran empresa minera que es, cada área desempeñaba su función como debe ser.", ,nao tenho
884,maintenance and production duties,maintanance fitter,"new denmark, Standerton",09-Jan-13,Empresa onde as oportunidades aparecem e onde as pessoas realmente são avaliadas e valorizadas.,interface entre as áreas,spare parts not being supplied in time
885,Good company,Senior Superintendent Protection Services,Rustenburg,27-May-15,"Se trabaja 4 x3, se comparte gratamente en los casinos, se interactua con proveedores en forma clara y precisa", ,n/a
886,Hardwork,Property Development Coordinator,All Platinum Mines - Shared Service,03-Oct-12,"empresa boa se se trabalhar mas tem pontos a melhorar,ótimos funcionários,tem boa alimentação.",funcionarios, 
887,Enjoyable work place with greate cultural values,essential services electrician,"rustenburg, northwest",16-Dec-12,"grato ambiente laboral, trabajo en equipos y desarrollo, el turno un poco complicado 2x1 2x3.",grato ambiente laboral.,late night standbyes
888,productive place in education of our school learners,Volunteer,"Witbank, Mpumalanga",21-Feb-17,"O modo com a Diretoria e Gerencia tratavam os funcionarios, era simples, transparente e aberto.","Transporte, Alimentação", 
889,"Empresa super agradável de trabalhar, amiga dos funcionários e bem organizada",Recepcionista,"Rio de Janeiro, RJ",20-Jul-12,A typical day at work involved clocking in on time and gathering necessary data on production. Working on a project and giving a presentation., ,nao ha
890,Empresa com bom ambiente de trabalho,Estagiário,"Belo Horizonte, MG",30-Dec-14,"Ser Anglo é ter duas familias,aqui temos total liberdade com a gerência,ótimo relacionamento e respeito profissional acima de tudo.", , 
891,Productive & Great workplace & invironment,Project Assistant / PA,"Process Engineering,Metallurgy Department",06-Mar-13,"Empresa que me deu muita experiência profissional geral, e uma visão ampla do sistema de saúde.",Horário e salário bons,no benefits for contractors
892,"stable, productive and excellent company",Personal Assistant,Johannesburg,25-Jan-17,Buen Clima Laboral.Destacado Plan de GraduadosDestacados beneficios para hijos de supervisores.,"Seguro medico, beneficios médicos",would prefer if it was closer to home
893,"productive, challenging and fun working",Instrument Mechanician,Witbank,28-Sep-15,"Ótima empresa, valoriza muito o acidente zero, podendo parar uma atividade se suspeitar que ela oferece risco para si ou para a equipe",refeição na empresa,growth
894,Empresa que aceita seu cresciento profissional,Forneiro Metal,"Barro Alto, GO",16-Nov-12,i was involved in a project that took place at the mines. eg anglo platinum of chaining light in to energy saving ones and am also familiar with all the procedures occurring,no, 
895,productive and great team,Employee Relations Manager,Mokopane Limpopo,05-Jan-15,"Its a 8hrs job, from morning to midday. we work as a team most times. i have learned to be tolerant",attend workshops,away from the big town
896,Empresa e seus beneficios,operador de escavadeira,"Barro Alto, GO",07-Nov-14,"Empresa com ótimo ambiente de trabalho, com bons beneficios e suporte para manter sua cultura de valores.",Bons beneficios,retirada do beneficio do aluguel
897,productive at work,Boilermaker,Thembelani,17-Nov-14,facilita bastante as atividades dando treinamento e ferramentas adequadas,utiliza escalas de merecimento, 
898,productive,HRD Admin/Trainer,"Limpopo, Amandelbult","April 6, 2014",The usage of instruments like Atomic Absorption Spectroscopy and wet chem coupled with fire assay are the latest in technology.routine work daily, ,normal hours
899,Very good company to work,HR Manager,Rustenburg,12-Aug-16,"It was just like you are at home with your parents, siblings and the extended family. It was fun and we all knew where to draw the line.","KPI bonuses, childcare, etc",job security with the current platinum review
900,Agradavel de trabalho,ESTAGIARIO,"Niquelândia, GO",23-Jan-14,great place to learn and grow. Access to some of the best mining people in the world and great mentors.,free courses, 
901,"Ambiente agradável para trabalho, ótimo salário para estágiarios, confraternizações em datas comemorativas para a empresa.",Estágio,"Niquelândia, GO",29-May-16,"Ambiente favorável para aprendizado, gerencia portas abertas, facil comunicação com a coordenação.",aprendizado,a empresa fica a 40 km da cidade.
902,Good Company to work for,HR Advisor,Johannesburg,28-Feb-13,"Empresa com ótimo ambiente de trabalho, colaboração em todas as áreas da empresa e fornece total apoio ao colaborador.", , 
903,Working in Multinational exploration company,Geologist,India,05-Aug-17,"Enjoyed while working in Multinational exploration company with overseas exploration expert. Learnt necessary software, exploration technique, behavior to work with foreigners.",work on scheduling,Multitasking
904,Productive workplace,controlador de trafego,Limpopo Province,14-Oct-16,É uma empresa que te dá oportunidade de crescer profissionalmente.,"no lunch time, you can take at anytime while you working.",i work extra hours where necessary
905,Home away from from home,Coordinador,"limpopo,THABAZIMBI",09-May-17,grato ambiente buenas actividades que me toco coordinar,production bonus, 
906,very busy working environment,Principal Mining Engineer,Swartklip. Limpopo,17-Nov-14,Learnt a lot - made me a better Mining Engineer.Great benefits - look after emplyees,adequately equiped with tools,very busy working environment
907,Altos valores de seguridad y buen ambiente laboral,Control Room Operator,"Cajamarca, CAJ",25-Mar-14,Emergency responseMonitoring gases at the mineMovement of men and equiptment,buena comunicacion,procesos de adquisiciones muy lentos.
908,Safe and Productive,Soldador,Lydernburg,07-Mar-13,Montagem de virolas no forno elétricoAprendi a desenvolver mais na soldagem no processo mig mag,holiday gifts and incentives,everyday is a working day
909,Buena,Operador-mantenedor Eléctrico-instrumentista,AYUDANTE DEL JEFE DE ENTRENAMIENTO DE EL SOLDADO.,05-Jul-13,"En un día típico de trabajo se hacía charla de seguridad de cinco minutos,  son muy buenos colegas.","me hizo enriquecer como persona y de obtener grandes conocimientos en equipos mineros, y buen ambiente laboral",practicamente no hubieron muchas contras en mi etapa de trabajo.
910,Empresa de mineração com foco na produção e valorização das pessoas.,Professional in Training (Metallurgy),"Macapá, AP",18-Feb-13,Value driven company. Management cares for employees and promotes personal development., , 
911,Just focused in mining.,Jefe de Turno Mantención Mina,"Durlas, TA",01-May-16,Debido a ser una empresa con mucho persnal y muchas áreas falta  potenciar el concepto de trabajo en equipo., , 
912,Casual,Mine Survey Graduate,Mokopane,15-Nov-14,A good place to build a career. Working here is like working at home away from home.,good salary,working long hours
913,relevant technology,Almoxarife,Freegold WELKOM PRESIDENT STEYN SHAFT 2,21-Nov-12,"Empresa que qualifica seus colaboradores, oferecendo diversos cursos.", , 
914,safey working place,Safety Officer,tarcon engeneering zimbabwe,22-Jul-14,Every day you lean something newTo be glad every day is a zero harm free dayTo transfer knowledge to your co-workers, , 
915,Exciting to work with valuable documentation. It gives one a sense of fulfilment.,HRD Admin/Trainer,Rustenburg,16-Dec-12,good valuesgood benefitsgood in recognitiongood in development, , 
916,"Excelente empresa, bom ambiente de trabalho",Practica Industrial,"Catalão, GO","April 28, 2015",Empresa donde se puede aprender bastante y muy preocupada por la seguridad de sus trabajadores.,salários compatíveis com as funções, 
917,Otima,Estagiário da área de Planejamento Orçamentário.,"Barro Alto, GO",08-Oct-13,"Ótima experiência de aprendizado, atenção total aos empregados.",ambiente de trabalho,politica de hierarquia não estar bem definida.
918,Desenvolvimento da qualidade do minerio,operador camion de extraccion,"Conceição do Mato Dentro, MG",24-Nov-13,es grato trabajar en anglo american es de un ambiente laboral bueno y familiar,refeição na empresa, 
919,A caring culture,safety represatative,"Amandelbult, Thabazimbi, Limpopo",06-Mar-14,im enjoying but need to grow on this field.will be glad if i can given an oppurtunity to further my career,good salary and benefits, 
920,Hard workimg place,Asistente en Recursos Humanos,"Marshalltown, Johannesburg",29-Mar-16,"Ambiente motivador, resaltante y estimulante para progresar","closer ot home, ample parking space, excellent canteen, gym facilitities","not friendly people, workign in total isolation"
921,Empresa está em processo de venda,Senior Superintendent Protection Services,"Macapá, AP",17-Jan-13,The staff is motivated. Management is also supportive to its staff.,plano de saude,pagamento de horas extras
