,review title,job title,job location,date,description,pros,cons
301,Buen ambiente Laboral,Ingeniero Senior de Planificación de Mantenimiento,"Antofagasta, AN","October 30, 2013","Existe un buen ambiente laboral, lamentablemente debido a que esta empresa ha llegado o ha tomado poseción de la fundicíón, anteriormente dueños de lacompañia era Xstrata Copper, la cual tiene valores y objetivos definidos con un ambiente grato en lo personal y laboral.Existe una buena comunicación con los profesionales y compañeros de trabajo, como también con el equipo de trabajo a cargo.La parte más dificil de este trabajo a sucedido en estos últimos tiempos, debido a los camios requeridos por los nuevos dueños, se ha generado un ambiente denso e inestable por desvinculaciones. Sin embargo, he podido enfrentar y calmar a personal a cargo, dando los lineamientos corrector para la buena ejecución de su trabajo.Lo que más me gusta de este trabajo, es mi equipo de trabajo y cumplir con las metas y objetivos trazados.",Empresa con un ambiente laboral bueno,planes de suceción no respetados
302,Empresa de ambiente coordial y de aprendizaje continuo,INGENIERO DE PROCESOS DE COSTOS Y PRODUCTIVIDAD,"Antofagasta, AN","October 23, 2013","Es una Empresa en la cual todo integrante o futuro integrante, tiene la posibilidad de generar un amplio aprendizaje en diferentes tematicas de la industria. y a su vez poder generar asensos en los niveles jerarquicos de la estructura organizacional.Respecto de mi evaluación, califico como una Empresa que da estabilidad a las personas, permitiendo desarrollarse de forma individual y profesional. Por lo cual es una buena Empresa del rubro de la minería.",Preocupacon de la calidad de vida de los empleados,"Al no ser una empresa productora, los sueldos no son muy altos, respecto del mercado minero."
303,Great place to work,Manager Business Improvement Procurement,New Caledonia,"October 8, 2013",Great professional place to work. One of the best Mining Corporation in the world with a real commitment toward their employees.,International Corporation, 
304,Productive but long work hours,Plant Superintendent,"Lydenburg, MP","August 22, 2013","- 8 to 10 hours sometimes longer especially during breakdowns and short shut downs and commissioning of plant.- Management of projects, costs, budgeting, yearly operational plan- Strategic planning- Health and safety management, walk abouts , plant audits-Managing both process and maintenance personnel- Executing planned shut down- Maintaining a disciplined workforce",Comprehensive Medical Aid and good provident fund,Sometimes very long hours at work
305,Good company to work for.,Project Coordinator,"Rustenburg, NW","August 14, 2013",Gained a lot of experience in plant construction and operations in relation to project management principles.,Experience,lack of development opportunities
306,Productive and fun place,Trades Assistant,Melbourne,"July 28, 2013",Again always something new.New contract Type/Product/ TermsManagement supportive Co-workers team orientatedSecurity Levels to get a job doneAchievements when you could get the job done,Encouraged Innovation,Long hours
307,una buena empresa que hacen lo que dicen,asistente en geología,"Cusco, espinar","July 25, 2013","La empresa posee un yacimiento  muy interesante donde uno aprende mucho y puede aportar con la empresa, ademas me agrado el ambiente por la manera de trabajar en equipo, el empeño y lo responsables que son con su labor día a día.","seguro medico, beneficios y equilibrio laboral",el sistema de trabajo
308,Hard work pays off,Mine Overseer,"Witbank, MP","June 13, 2013",Start early time is money and money is seconds. Manage people the way you would like to be managed.Treat all people fair. Mining through a strata with many coal seams can be challenging but its worth the fight. After a hard days work and targets achieved there is no better feeling.,Company petrol,long hours
309,Credit Risk Analyst,Credit Risk Analyst,"Stamford, CT","June 12, 2013",Typical day at work consists of evaluating financial statements in an attempt to gauge creditworthiness of our counterparts., , 
310,Dynamic Work Environment,Tax Accountant,London,"May 4, 2013","Apart from regular tasks that need to be completed to set deadlines, everyday brings new and different challenges in the form of problem solving with immediate effect. Management style is very fluid in terms of allowing personal development and job ownership rather than rigid task management.They are very willing to send employees on courses to help skills development and are supportive of employee growth in such areas.The team I am currently in is a small one and close knit. There is a lot of cammeraderie and team spirit in working together to meet all necessary targets.",Private Health Care, 
311,Work with Fun,Intern,"Worli, Mumbai","August 14, 2012","I have learned how important it is to be well organised in order to get the work done on time. I worked in the executive department where I was the youngest of all. The atmosphere of the office was friendly yet professional where all the festivals were celebrated in the office.Plays where conducted by the staff, once in a year office staff organised a cricket match where interesting gifts were distributed and many such activities were conducted to ensure that the staff is having a good mental balance. The most enjoyable part of my job was to work with experienced people. During my internship I got the opportunity to communicate with different people and polish my skills.",good atmosphere,age difference
