,review title,job title,job location,date,description,pros,cons
535,Travail sécuritaire,Superviseur et opérateur de production,Shawinigan,"February 9, 2014",J'ai commencé comme opérateur et j'ai eu l'opportunité de devenir superviseur de production., , 
536,all roung good place no security,FIFO HD FITTER,"Nhulunbuy, NT","February 8, 2014",field fitter breakdownsgood co workersgood environmentvery long hours management to many chiefs but its the same trough out the mining industrya typical day would be maintenance and repair of equipment and workshop,free accomodation,long hours
537,Red side production is a challenging area to work.,Lockout Supervisor,"Nhulunbuy, NT","February 6, 2014","Arrive onsite 0545, participate in shift supervisor handover at 0600 check mail and diary.0700 shift handover optional.Address isolations requirements and problemsCheck reporting system for actions to be completed action as required.Attend weekly planning and commitment meetings for input in relation to permit to work.Review outstanding documents edit as required forward to doc register.Walk through permit offices red side production complete safety interactions or isolation audits as per time allows.Write up audit results and forward to safety dept. send feedback to authorised persons audited to highlight improvements or to give positive comments.Review plant top priority progress and update log.Participate in hand over of daily work instruction to shift supervisor.If plant and processes allow leave site at 1530 but remain on call.Alternate days would start the same but include carrying out assessments for permit to work officers, presenting permit to work courses or completing permit to work risk assessments and variations as required by the site procedure manual. The management team I work with are very much individuals how ever are also a close team.Hardest part of the job is the necessity to be constantly reminding permit to work writers of the requirement for attention to detail.Best part of the job is the interaction and influence you can have on others within the training and assessment role. The most satisfying part of the job is when you work with a group to achieve a safe outcome for a task and you receive positive feedback  more... from the work group on the care and attention to detail that was given to the task.  less",Location and lifestyle,On call 24/7
538,Haul Truck Operator,Haul Truck Operator,"bingham canyon mine, UT","February 4, 2014","The four day rotation is nice, four 12 hour shifts, then four days off.  rotating from two weeks of day shifts, then two weeks of night shifts.  The entire shift is spent in your truck moving dirt, wether ore to the crusher or stock pile, or over burden, waste, to a waste dump.  The day continues from shovel to dump.  It can be a very relaxing or very stressful day, all depending on a persons ability to drive safe and  handle a changing environment.", , 
539,Productive: Challenging enjoyable,Advanced Refinery Operator,Nhulunbuy,"February 1, 2014","•	Control room operation of plant process, utilizing automated control systems (ABB, DCS) to meet Refinery KPI’s and production plan.•	Precise communication/direction of field operators to achieve production goals•	Operation of plant and equipment to meet Refinery production plan•	Experienced in the operation of Fluid Bed Calciners, Rotary Kilns, Lime Plant, Conveyors, and washing, screen and filtration system, Crushers.•	Coordination of operational process to meet planned and breakdown maintenance requirements•	Identifying plant issues and raising appropriate work orders•	Troubleshooting to identify and improve the process",Free tea and coffee. Working with a team,sometimes the shift work the long hours.
540,No Social Life with long roasters,Advisor Community Relations,Orissa,"January 31, 2014",Remote Operational Area.Monotonous.No Social Life.Good Healh and Safety CultureIndependency at workOppurtunity to learn Cooperative StaffAway from family and home ( Melancholic- Home sick)Long Roasters, , 
541,Great Company to work for.  Excellent compensation package,Operations Superintendent,"Boron, CA","January 28, 2014",Great Company to work for.  Excellent compensation package., , 
542,Excellent company to work for. Very interesting and challenging work.,Senior Designer,"Montréal, QC","January 27, 2014","Typical day starts by checking and reviewing the work with the project manager. At 11 am there is a daily meeting with the project manager, the design team and upper management. In that meeting you outline your progress and highlight any problems you have or see the potential of developing. After the lunch break you return to your work station and continue with your design activities as per instructions from management and the agreed plan of action.",Senior management is very involved in the design process providing instant support when needed.,Unfortunately due to the poor economy they can't offer a permanent position.
543,workig on diffrent equipment,Mechanical Fitter,tom price,"January 26, 2014",learning about new equipment and fault finding skills . working with a large crew of maintainers with different ideas and  skills. the roster is ok ( 4 on 4 off 4 on 2 off ) but having to travel such long distance is a disadvantage . I have taken the role as a apprentice trainer( hands on) for pump rebuilds etc,being home every night with family,long hours
544,Excellent supportive and productive workplace,Senior Process Engineer,"Gove, NT","January 23, 2014",Very good company to work with. Really great working culture with priority on work life balance.Supportive and helpful co-workers with plenty of learning  opportunities., , 
545,Résumé en gros,Opérateur siphonneur,"Shawinigan, QC","January 22, 2014","Tres belle entreprise de plus de 500 employées.Chiffre sous rotation 6-3. Jour/Soir/NuitTravail sous chaleur extrême, surtout l'été. Des 76oC en période de canicule.Belle équipe, tiens a leurs employées, comme une grande famille.", , 
546,Good place to work,Analytics Consultant,"New Delhi, Delhi","August 26, 2018",Good place to work Salary & Perks are goodLeadership is excellentWork life balance is excellentJob InsecurityCareer growth/opportunities record is dismal, , 
547,good workplace and good safety culture prevails,Advisor  Community Relations and Social Perfomance,Harare,"January 20, 2014","excellent interactions with workmates , best strategic planning, high health safety and environment, best state of the art community relations results based management.",dietary balances,good working timeframe
548,Outstanding Global Leading Company,Senior Project Engineer/Mechanical,"Perth, WA","January 20, 2014","Rio Tinto  rates as the best employer by far in my career.  Leading on safety culture, benefits, career development opportunity, mobility, technical standards and working environment.", , 
549,Safe environment held over production,Geologist,"Bingham Canyon, UT","January 19, 2014","Challenging and fast pace. The Geology department is very interested in personal development, there is always an opportunity for more learning and growth.I love the field work and interpreting data I have collected coupled with almost a century geological sampling and mapping.", , 
550,"safety first at all times,very supportive company",Production Operator,"Lynemouth, ENG","January 6, 2014","Working in Potrooms on many varying tasks towards the production of aluminium / metal  for the smelter,involving operating overhead cranes, tapping aluminium from pots via crucibles then operatng  driving large industrail machinery loaders, forklifts, breakers for the purpose of continuios metal production and anode change process over a 25 hr period on a 12hr rotating shift system ,Working in extreme and dangerous conditions, with in a safety orientated frame work at all times, work was always excuted to the highest of standards, team meetings safety breifings and communications, team working essentail at all times, freindly helpful professional  managers, work collegues, being proactive and learning and implementing new improvements and supporting better safety measures and  working within a controlled envionment adhering to company work procedures and safety guidelines at all times, working in restrictive clothing and essentail PPE at all times in very extreme hot dusty conditions again always adhering to these measures using risk assessment tools and procedures. i always enjoy new challenges making improvements and working towards completing my work  tasks and  goals","excellent remuneration, benefits, package, team working",extreme conditions
551,Excellent working enviroment,machine operator,"Hail Creek, QLD","January 6, 2014","Doing a 12.5 shift ,operating varying machines loading trucks ,managing fatique and extreme heat, ensuring not injure or hurt both personnel and machine.Being aware of any enviromental issues that may need attention.The best and rewarding aspect of the job is seeing a plan completed without any incident and done in time or budget", , 
552,Mine Operator. Great people,Mine Operator,Weipa QLD Australia,"January 4, 2014","Weipa wonderful lifestyle, but housing is to expensive and the general cost of living is rediculous. Losts of favouritism within the teams which is really bad. can't complain about the rest of my job though I love what I do.",Great benifits,Favouritism BS
553,Good Compliance Training and Values in The Way We Work,HSE Professional,Singapore,"January 1, 2014","Rio Tinto values HSEC and put lots of measures, but the management system developed is cumbersome and not popular. Career progression is slow and but work life balance is great.", , 
554,tres bonne entreprise,Mec.entretien  chantier et diesel mach. lourde,shawinigan (quebec,"December 31, 2013",pour moi c'est de bonne annee au sien RTA car j'ai pu me dévoppe comme mec.diesel et entretien car il mon permis de travail et alle a l'ecole en meme temp toute en encouragent .on n'a peut aussi batir avec l'aide ingenieur des outil pour fasilité le travail des operateur des salle de cuve.je pourrais vous en dire plus mais pour moi  j'ai passe 25 ans de ma vie a  etre choiyer  tant au avantage qu'au salaire  et la bonne entente syndicat et patronat.,te donne la posibilite de te demarque dans des projet ou experience,qu'il y a une fermeture (tros vielle)
555,A great job,Assistant to Facilities Manager,"London, ENG","December 30, 2013",A great job working in Facilities Management.  A small team that looked after the working of the building.  A busy diary to run and responsible for booking transport for Senior Management., , 
556,Safety oriented company with great training opportunities,3rd year Electrical Instrumentation Apprentice,"Nhulunbuy, NT","December 21, 2013",Rio Tinto provided a safe work environment with an abundance of training opportunities. I was provided with an enjoyable workplace and a large variety of different work with the only downside being the constant lack of job security due to the market situation and low alumina price,"Training, safety",Job security
557,mining is me,plant operator,QLD,"December 10, 2013",love the mining industry & the people in it leaning new thing in the mining industry., , 
558,Safety Coordinator,Senior Industrial Hygienist (IH),"Salt Lake City, UT","December 9, 2013",Excellent company.  Interesting and variety of work activities.  highly skilled and professional work force.,World Class Company,none
559,Interesting work with a varity of tasks.,Lead Safety Coordinator,Salt Lake City Utah,"December 9, 2013",Rio Tinto/Kennecott is a world class company with highly skilled people.  It is a company that performs important work mining metals for the country and world.,World class company.,none
560,Safety and Employee Oriented Company,HRSS officer,India,"December 9, 2013",A good company with:•	Lots of career opportunities•	Good work culture•	Flexibile timings,Flexible timings and work culture,Long working hours
561,Top Tier Mining Company,Materials Planner,"South Jordan, UT","December 7, 2013","Great place to work, sustainable environment.  Training of employees is top notch, expectations are high, work environment is fast pace.",Exciting enviorment,subject to lay offs
562,I loved working here,"Contract Assistant, Adecco","Gillette, WY","November 29, 2013",My job was very interesting and busy.  I enjoy being busy and always learning new things about the job.  Coworkers were amazing.,enjoyed my position,company layoff
563,Professional work place,Border Manager - Mongolia (Oyu Tolgoi Project),Mongolia,"November 25, 2013","Professional workplace, and Management on site, movement and logistics of thousand of bags of copper concentrate, logistics & projects orientated work day",Ole tolgoi is a world class mine,most professional place i have worked
564,Some good co worker,Steam Plant Operator,"Boron,CA","November 20, 2013","Some of the hourly staff are very friendly, but management like to butt head with coworker. Not a healthy work place",lots of ot,No life company does not care for union workers
565,Red Tape,Senior Sourcing Specialist,Canada,"November 15, 2013",Seniority rulesHSE orientedRed tape.Cost constraintcoworkers unprofessional, , 
566,Provides wonderful experience and amazing scenery,HSE,UT,"October 25, 2013",Rio Tinto - Kennecott provides wonderful life and career experience. I receive classroom training as well as hands-on practice. The work environment is positive and the co-workers are friendly. I highly recommend Rio Tinto as an employer., , 
567,Good place to work,Analytics Consultant,"New Delhi, Delhi","August 26, 2018",Good place to work Salary & Perks are goodLeadership is excellentWork life balance is excellentJob InsecurityCareer growth/opportunities record is dismal, , 
568,29..9 YRS Mostly good speaks for itself,Operator Maintainer,Blair Athol 28.4yrs Clermont 9mths.,"October 23, 2013","Attend prestart meeting(any problems from previous shift,hazards etc.)Operate control room, load trains,stockpile maintance.Mostly a good team environment (look out for each others safety as well as our own).being able to do all aspects of  job compenently and productively.",good team culture,Nil while Ihad a job
569,Different Setup,Health and Safety Environmental Officer,Windhoek,"October 21, 2013",The Setup is different in other countries and a total different story in Africa., , 
570,Enjoying the work but no job security at this stage.,Haul Truck Operator,Clermont Coal,"October 19, 2013","I enjoy operating the haul trucks and have adapted well to nightshift. Part of learning my job also encompasses enhancing my knowledge of the mining operations. I find the Supervisors easy to converse with and happy to explain finer details. I have enjoyed meeting new co-workers and developing new friendships. Adapting to night shift on my current roster of 9.30pm to 5.30am was challenging as I feel the full 12 1/2 hours shift easier to manage. There is a certain amount of camaraderie that makes your shift enjoyable, plus knowing you are working in a safe environment. When your crew reaches its targets, that in itself is an enjoyable aspect of the job.",Safe work environment Gaining knowledge Forming friendships,No job security
571,Good workplace,Fitter,Marandoo,"October 17, 2013",Hard work yet rewarding The co workers are very good to get along with and supervisors have alot of experience to pass on, , 
572,Owners team with excellent working culture,Manager Project Controls Growth Studies Portfolio,"Brisbane, QLD","October 16, 2013",Transition into owner's team was so seamless just because of the work culture. Accountable for the deliverables. Professional approach by the senior management and healthy friendly atmosphere. I miss working for such a great company.,"culture, freedom, open and honest, friendly atmosphere, professional development",uncertainties of the resource sector
573,dealing with parts and fun people,Warehouse Associate/ POD Associate,South Jordan,"October 15, 2013","my typical day at work consist of returning parts from Kennecott, talking with vendors to see if they will take part back, sending repairs out ot be repaired. i learned that the same parts get ordered and not replaced on equiptment. my co-workers are great for the most part we all have fun at times and keep the work place fun and safe. hardest part of my job it not getting training to move up. it get to work with alot of fun people and i do enjoy my job especially when i get to see the big trucks in the mine",schedule and time off and sick leave if needed,not enough room to grow or move up
574,journee de travail,Opérateur usine de traitement des eaux,Shawinigan,"October 10, 2013","Rencontre de début de quart ou l'ont échange entre employés et superviseur sur les travaux a effectuer, la sécurité et les statistiques.Planifier la journee avec notre equipe si il y a des contraintes ou des changements.Parfois difficile de satisfaire et conjuger tous les autres departement pour que tous puisse effectuer leur travaux.Satisfaction de notre travail avec le partage des stastiques et résultats, petite competition entre operateur.",travail d'équipe,horaire difficile avec famille amis
575,Production over safety,Shipping supervisor,Boron,"October 10, 2013","This place is ran by sociopathic managers from the top, down to most of the lower level supervisors. Off shift employees have absolutely no support from anyone in management. Also there are more supervisors telling you what to do, than there are employees to do it. Supervisors regularly order employees to work outside of safety guidelines and policies set forth by the company, only to try to improve production numbers. This place has really taken micro managing to a new level. The people writing the job descriptions can't even spell right. They seem to hire the least skilled people for management positions, they have no or very little previous experience for the type of work environment. I could go on and on.",None,Not a family oriented company. They do not care for your family. Just work till you are broken
576,"Ambiguous management, long hours, and lack appreciation.",Senior Accountant,"Montréal, QC","October 6, 2013","Ambiguous management, long hours, and lack appreciation.", , 
577,Bon avis general,Electricien,"Gardanne, B8","October 4, 2013","Briefing de travail le matin,Bonnes opportunités de développement,bonne entente avec les chefs et avec les collaborateurs,des mesures de sécurité respectes par tous,trop de bruit sur certains secteurs,un travail qui demande de se remettre en question pour rester efficace.",Comité de entreprise,Pollution
578,Outstanding company,Sales Invoicing Demurrage Officer,"Brisbane, QLD","September 24, 2013","New corporate office, city location and teriffic leaders.Great support and flexibility", , 
579,Travail d'équipe,MÉCANICIEN D'ENTRETIEN,"Shawinigan, QC","August 29, 2013",Bonne collaboration entre les différents corps de métierApprentissage constantFormation continueSanté et sécurité au travail,Bons fonds de pension et santé et sécurité au travail,Usine poluante pour l'environnement
580,Excellant safety minded company,Maintenance Planner,Magna Utah,"August 28, 2013","the co-workers are great people, management is willing to work with you to succeed", , 
581,Rewarding and satisfying,Advisor CD & HR Business Partner,"Sandton, GP","August 21, 2013","My role is a functional role.I reported into a global team - POS.We are two team members, responsible for the Southern Africa Region / Business Units (Namibia, Zimbabwe, South Africa & Mosambique).Facilitating global leadership programmes and promoting e-learning and online college and academies.",Flexibile working hours,Small department - not much room to move upwards
582,The people are what make this a great place to work,"Civil Engineer, Planning and Engineering","Yandicoogina, WA","August 15, 2013","You are well remunerated and conditions are good.Being a large company, it is easy to get bogged down in paperwork and regulations. However, this is necessary as mining can be dangerous if the hazards are not adequately controlled. Rio Tinto genuinely cares about the safety of its employees.A typical day in maintenance is quite varied - metal repairs/corrosion, structural inspections, belt drifts, trips are some of the daily issues that arise",Family and Health Benefits,FIFO is not for everyone - make your co-workers your family
583,muito agradavel trabalhar na Rio,Safety advisor,mocambique Tete,"August 12, 2013",Lamentar somente a situcao de estabilidade criada por factores externos a organizacao que tem levado a uma grande taxa rotatividade, , 
584,Good money long hours,Forklift Operator,tasmania,"August 9, 2013","once the skills had been learnt for a particular area the 12 hour shifts become very mundane, there was not a great deal of satisfaction from completing a shift as it was a 24 hour operation and continuous production.Almost everyone got along or at least tried to, as when doing such long hours for each shift, your workmates nearly become a second family and its your workmates that get you through the shift because for such a simple job things can get extremely stressful, lack of sleep does not help.The money was reasonably good, but for the hours, effort and time away from family it should be higher.The main thing i took away from working there was forklift driving experience, how to manage stress and lack of sleep and that it is possible to work hard and still take the time to be friendly with workmates.",payday,long hours
585,Expérience de travaille exceptionelle,Adjointe de gestion,"Sorel-Tracy, QC","August 8, 2013",J'ai eu la chance de travailler avec une équipe exceptionelle., , 
586,always something to do,Operator,"Magna, UT","August 6, 2013",keeping busy / learning new things each day / doing my job as best as I can / my boss's are always happy with what I do / co workers are easy to get along with / enjoyable part staying busy,love my job,not enough hrs
587,"Lean process, traffic patterns",Operation Supervisor,"South Jordan, UT","August 5, 2013","Responsible for five operating warehouses and the warehouse employees for Kennecott Utah Copper.  Warehouses range in size and number of employees with the largest at 480,000 square feet and eighteen employees. Directly responsible for overseeing the operations of receiving and distribution of parts needed for the mining industry. Successfully implemented 5S standards, involved in six sigma projects, continued improvements in traffic patterns, warehouse flow, and production while keeping a safe work environment.  Reviewing each team member quarterly on inventory, production, 5’s standards, quality of received goods, shipping accuracy, and service to the end users.", , 
588,Good place to work,Analytics Consultant,"New Delhi, Delhi","August 26, 2018",Good place to work Salary & Perks are goodLeadership is excellentWork life balance is excellentJob InsecurityCareer growth/opportunities record is dismal, , 
589,Expérience courte mais formatrice,Assistante Ressources Humaines,Toulouse,"August 3, 2013","En un mois, découverte des différentes fonction du métier de chargé de ressources humaines: relations sociales, paie, formation, administration des RH...", , 
590,Fast paced environment,Advisor: Graduate Recruitment and Development,"Johannesburg, GP","July 31, 2013",It's a fast paced environment. The culture is the best. I like the company because they have flexi hours and you can work from home.,Working from home and flexi hours,Not too many benefits
591,good workplace communications,ALERT Trainee,"Nhulunbuy, N.T","July 24, 2013","a good work environment, enjoyed the hands on tools and equipment, building",moving forward out into the workforce,pay wasn't good
592,Busy and upbeat reception which required me to constantly think on my feet and be able to solev any problem that may arise.,Reception / Office Services Supervisor,"Perth Central Business District, WA","July 18, 2013",A typical day for me consisted of spending the morning on Reception which was busy enough to warrant having 3 full time Receptionists. Duties included ordering stationery and consumables for the building and all of our mine sites. Being the first point of contact for the entire building I had to problem solve on a daily basis and ensure all enquiries were passed onto the relevant department. I also looked after all charter flights for Expansion Projects and co-ordinated all flights on a daily basis. Being reception/Office Services Supervisor I had a great team under me who were a pleasure to work with on a daily basis.I hope to be considered for any future Reception roles that may arise., , 
593,Dynamic workplace,Financial Accountant,"Perth, WA","July 11, 2013","Month end responsibilities included posting journals, raising inter-company invoices, posting accruals, performing cash flow reconciliation, reconciliation of inter-company balances, creating local monthly finance report, month end submissions to headquarters in London.I learned a lot in relation to a month end close and additionally half year end reporting requirements. Rio Tinto were also evaluating divestment potential for it's diamond division which were quite interesting times.I built a good relationship with management and colleagues. This was a challenging time due to a high turnover of staff however it was rewarding being given added responsibility.",Valuable experience,Staff turnover
594,Productive and supporting company allowing me the opportunity to complete my Master's of Business Administration degree in Executive Management,Temporary Supervisor/Industrial Operator,"Kitimat, BC","July 9, 2013","Typical industrial working environment with production and safety being number one priority. Work starts at 7:00 am and ends at 7:00 pm with four half hour breaks. During my tenure with Rio Tinto Alcan, I have learned how to work and manage within a large union environment. In addition, being a heavy industry I have learned to watch out for the safety of my co-workers and my own safety. The management of Rio Tinto Alcan lists safety as top priority followed by productivity on their agenda. The management is also very supportive and are accommodating to its employees.   Teamwork is very important to get various tasks done and therefore, most co-workers are cooperative and work cohesively. The most difficult part of the job is working near furnaces on extremely hot days with temperatures exceeding 700 degrees Celsius. In contrast, the best part of the job is being trusted and treated with respect. It makes the employees feel responsible and results in better productivity.",Recognition of achievements and employee contribution to safety and productivity.,Long working hours with every alternate weekend off.
595,"Es una gran empresa, con estándares altos",Coordinadora de Programas Sociales,"Cajamarca, CAJ","July 5, 2013","El modelo de intervención es coherente, la empresa interviene con un modelo social que favorece a los caseríos del área de intervención, respeta los derechos de los pobladores.",Las políticas de al Empresa generaban un orden para la intervención,La baja del precio del cobre generó inestabilidad al interior de la Empresa
596,excellent work environment,Miner,"diavik,NWT","June 19, 2013","the work environment has an positive environment,work safe and learn too advance at an steady rate.",nice camp,no outdoor activities.
597,Driver,Driver,"Labrador City, NL","June 16, 2013",Worked with company transporting workers around job site. To and from airport. Worked with great management team and safety was a priority at all times.Hardest part of job was winter conditions on gravel roads with full load of workers and slippery conditions with many hills and turns. Keep yourself alert as to conditions of the roads and block out noises from workers being transported.Enjoyable past was getting workers back to camp safely and taking them to airport for their turn-a-rounds for days off., , 
598,Great place to work. Life long friends are made.,Shipping Operator,"Boron, CA","June 13, 2013",I loved working at Rio Tinto. They take care of their employees. Safety and customer satisfaction  are the # 1 priority of this company.,"Benefits, Job security and retirement are among the best.",Dust
599,The safest company I have ever worked for. Pressure to accomplish was self induced not driven. Great company to work for and I would recommend them to,Maintenance Supervisor,Concentrator at Copperton Utah,"June 13, 2013","I would start my day by getting there 1 Hr. ahead of the crew and usually would be an Hr. behind them. The challenge of juggling 2 and 3 main issues each day made it challenging and fulfilling. The hours ere quite long but worth it and my drive for excellence was the reason for the extra hours.This was probably the hardest part along with any discipline that had to be handled. The actual best part of the job was getting things done ahead of schedule if possible, Safely and efficiently. Taking a project from start to end. Cradle to Grave. Like to see the savings from improvements and working smarter.",Some gift cards were given and free lunches when exception work was attained,Self induced stress knowing the production losses that would occur from over runs.
600,Poorly Managed,Site employee,"Northwest Territories, Canada","June 13, 2013","Extremely 'top heavy'  - rife with under-qualified, arrogant young management.  Hence poor business decisions and tremendous waste.Good safety culture but conservative leadership with no sense (or care) for front-line workers.  No opportunity for advancement unless one relocates to the North.", , 
601,travail intéressant conviable et salaire plus que convenable,Planificateur entretien,Sorel-Tracy,"June 11, 2013","je peux parler pour QIT et non pour toutes les autres unitées de RIO TINTO, mais l'usine de Qit, donc j'ai fait partie pendant pres de 24 ans. C,est l,endroit pour travailler dans notre région et moi je peux comparer ,car j'ai travailler 20 ans dans une autre usine majeur de la région",Nos patrons nous laissent faire notre Job,les employé(e) ont perdu toute identification a leur usine
602,Good old boys club alive and well,Maintenance Supervisor,"Copperton, UT","May 31, 2013","For supervisors a day begins around 5 am and ends well after 5 pm five to seven days per week. Therefore, work/life balance is impossible even though the plant management does encourages it. There is in-fighting and job protection among superintendent level and above managers. If you are not part of the good old boys club there is little room for advancement. Lack of direction in daily work, planning, scheduling, and no forecasting is an unfortunate side-efffect of management's lack of experience and job protection behaviors.  Production overrides all other needs- even safety, I am very sorry to say. Top down management is the hallmark of the culture but they do talk about team work. The very best part is that the salaries and benefits are some of the best in Utah (although those are going away, I am afraid. The bonuses declined every year.) It is difficult to admit but the biggest thing I learned was how to make the best of working for managers who were more concerned for their own jobs than those of their groups. Also, how to work effectively in a multi-national corporation. I met many very good people with whom I would gladly work anywhere, anytime. I learned an extensive amount about metals, mining, refining and MSHA.",great benefits and salaries,"very long hours, total lack of organization"
603,This is a good comapny to work for,Administrative Assistant,"South Jordan, UT","May 28, 2013","This is a fair company to work for in compinsation.They took the time to train and develop employees, I was not comfortable with Excel and they took the time to teach me.Learned how to work with different personalities.","family activities, consern for employees","land slide, layoffs"
604,good work enviroment with a very safe and productive workforce,open cut examiner,blair athol coal,"May 27, 2013",Rio gave me the obitunity to gain all my skills . And as an oce to particapate in setting high safety productive standards in the day to day running of the mine,Nil,Nil
605,focussed on the work at hand,"heavy machinary mine equipment operator,",Gove Nhulunbuy,"May 18, 2013","14 hr day, every minute is sceduled and documented, everyone is accountable ,have learned how to operate efficiently and where to delegate and where to follow up on things to keep the coggs moving smoothly,interact with management to see where we can improve or tyr new ideas ,keep co workers involved so they dont feel left out or forgot about which helps them and the operations what ever that may be ,hardest part maybe working withen a buget , an having to adjust to suit ,enjoyable things would be to see a project working and improvements , keeping busy an moving forward and confronting new challenges with the support of everyone , working as an individual in a team","yes am catered for, ( accomerdation an meals) and of course get paid","family time, am away week at a time, but hey"
606,Great benefits,Financial Analyst,"South Jordan, UT","May 15, 2013",Great benefits and interesting work.  Provides great exposure to financial processes in a global environment., , 
607,"High Caliber employees, hard working",Previous Employee,"Marquette, MI","May 3, 2013",mostly 8 - 5 hoursManagement is hard working and honestCo-workers hard working and professionalCompany practices great community involvement Safety and environmental responsibility is VERY important,Great benefits, 
608,Good job security with good camp facilities,operator/leading hand,Tom Price WA,"April 28, 2013",I currently operate Hitachi 2500 & 3600 excavators Cat D11 dozers Cat 992 & 993K loaders on a daily basis depending on load and haul requirements.I am currently working as leading hand having regular input in the running of the crew of 45 people.The hardest part of my job is maintaining crew harmony whilst trying to achieve set production targets.Most enjoyable part is achieving production targets under sometimes challenging conditions.,Good career opportunity,Long hours and length of time away
609,Good place to work,Analytics Consultant,"New Delhi, Delhi","August 26, 2018",Good place to work Salary & Perks are goodLeadership is excellentWork life balance is excellentJob InsecurityCareer growth/opportunities record is dismal, , 
610,A great place to work,Specialist Mining Engineer,"123 Albert Street, Brisbane","April 15, 2013","Liase with site mine planners, strategic mine planners, OEMs and other teams with the corporate office. I enjoy this work because I look at the broader picture beyond a single mine.",technical problem solving and liasing with people, 
611,Productive company,Mining Specialist,"Phalaborwa, Limpopo","April 15, 2013",• Busy but satisfying.• New Procedures and how to assist the contractors.• We have a great Manager and he taught me allot.• I have a good relationship with my co workers.• The hardest part would be to work with incompetent Supervisors(Contractor)• The satisfaction of achieving Production targets and coaching of contractor employees.,production bonusses and good working hours,lazy co workers
612,Great Place to Work. Fantastic Culture,Business Analys,"Salt Lake City, UT","April 8, 2013","Management respects individuals for their expertise and ability to contribute. Working across a global organization can be challenging due to time differentials, but the organization is professional and really promotes a culture of performance and personal development.",great culture,challenges with global time zones.
613,Des projets internationaux passionnants,Chef de Projet Infrastructures IT,Conakry (Guinée),"March 31, 2013","J'ai eu la chance de réaliser 3 missions passionnantes en 4 ans, pour le projet Simandou en Guinée. Pour un collaborateur cherchant des missions atypiques à l'international, Rio Tinto offre des opportunités fabuleuses :", , 
614,Rio Tinto is an excellent employer offering many hard and soft benefits,Recruitment Analyst,"South jordan, Utah","March 15, 2013","It would be difficult to pinpoint a ""typical"" day because each day was very different. My days consisted of full cycle recruitment from resume review, to desk screens, pre-screen evaluations, salary and benefit discussions, and candidate interviews, assessments, scoring, and evaluation. I also had the opportunity to discuss the benefits of moving to Utah and the benefits of working for Rio Tinto with some of the excellent candidates that were sourced from out of state.Because of Rio Tinto's safety culture, I adopted some of the safety shares and advice practices into my personal life.I appreciated the manager of our team, as he listened to all input from the team before moving forward with a decision. In addition, when a team member made a mistake, fingers were never pointed, it was ""chalked up"" to a learning opportunity. This created an atmosphere of growth and unity.My team was pulled together as a group of contract workers with no history of working together. It was an amazing opportunity. We worked together like a true team! When the contract concluded, we exchanged our personal contact information to assist each other in job referrals, and to keep in touch.The hardest part of the job was following ""sourcing blitzes"" when I was inundated with emails of interest. I found an excellent way to manage the emails by creating a follow-up ""script"" that I could e-mail out to interested candidates.The most enjoyable part of the job (hands down) was the people. I had the opportunity to work with most of the superintendents at the facility in their hiring efforts.","on-site gym, excellent benefits, reputable and global company", 
615,Third Largest Global Mining Company,Manager Commercial,Singapore,"March 11, 2013",Conservative company trying to overcome the 1998 purchase of ALCAN for a record $38 Billion., , 
616,Great place to work.,Superintendent - Copper Operations,"Magna, Utah","February 12, 2013",Challenging and fulfilling work. Working for Rio Tinto is great. They are a world-wide company with many opportunities to advance and move within the company. Rio Tinto is focused on safety and producing a high quality product to its customers. The people that I work with are friendly and cooperative.,"great benefits, pay",few holidays
617,"Overworked, Long Hours, Stress",Administration,"Magna, Utah","January 31, 2013","This company pays well and has good benefits. You will find yourself working long, long hours. If you are in the Environmental Group you will be not only working all day, but having to be on Night Call, Weekend and Holiday Duty rotation. The work you do is not appreciated or rewarded. The current boss at Environmental is arrogant, self focused and destroys morale there. As they say......buyer beware!","salary, benefits","work long hours, miss lunch, work not appreciated"
618,Flexible Environment,Senior Accountant,"South Jordan, UT","January 24, 2013","Very fast paces, I enjoy change which helped out a lot while I worked at Rio Tinto", , 
619,"Great team to work with, work life balance great",Document Controller,Brisbane CBD,"January 23, 2013","Working for Rio was excellent, some things in relation to the way they managed projects could of used some work, however, the project control team was tight and great to work with, enjoyable part of my day was receiving and processing documentation and open communication between CEO's, Managers and staff was maintained,I did not personally find anything hard about it, everyone was friendly and open, the only reason I have left RTA was due to completing my contract", , 
620,Rtio,Superintendent,Pannawonica,"January 21, 2013","Great place to work, good people, great conditions. Management were good.",excellent work conditions,isolated areas which do not appeal to families
621,"Good people to work with, but career growth is limited",Mid-level employee,"South Jordan, UT","January 19, 2013","Rio Tinto - Kennecott is an excellent company to work for with great benefits. Regional and local management and staff are highly qualified and very proficient. Assignments and projects are challenging and rewarding. Career growth can be limited if not willing to relocate to remote locations around the globe. Global corporate leadership at Rio Tinto is in transition, and job security for the next 12 months is uncertain due to cost reduction measures necessitated by global management mistakes. Pending cost reductions have also created a stressful work environment.","pay and benefits, cultural diversity, corporate mission and values",limited career growth and job uncertainty
